trial_nr,protocol,article_id,title,web_url,protocol_published_original_column,study_type_pilot,pooled_analysis,post_hoc_secondary_analysis,discipline,continent,sample_size,cci_mismatch_analysis,cd_cci_reported_in_results,cci_modification,specification_of_modification,primary_outcome_significant,statistically_significant_difference_for_cci,between_group_difference_of_cci_12,between_group_difference_of_cci,mean_or_median_used,significance_considered,conclusion_of_authors,protocol_published,study_must_be_excluded,exclusion_reason,comments,comments_2,doi,publication_year,cci_ep,cci_1st_ep,cci_2nd_ep,cci_expl_ep,ss_calculation,cci_used_for_ss_calculation,specification_of_ss_calculation,study_type_mentioned,type_of_study_sup_non_inf,non_inf_margin,definition_of_non_inf_margin
DRKS00016755,Protocol,187,"Postoperative Complications and Mobilization Following Major Abdominal Surgery with Versus Without Fitness Tracker-based Feedback (EXPELLIARMUS): A Student-led Multicenter Randomized Controlled Clinical Trial of the CHIR- Net SIGMA Study Group
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198084238&doi=10.1097%2fSLA.0000000000006232&partnerID=40&md5=18fe5ee1ea966bd50b2a730f39e737d9
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,347,NA,Yes,No,na,No,No,No,1,Mean,NA,Neutral,Protocol published,No,NA,NA,NA,https://trialsjournal.biomedcentral.com/articles/10.1186/s13063-020-4220-8,NA,CCI primary endpoint,Yes,No,No,Yes,Yes,"The sample size calculation is based on the primary endpoint “CCI within 30 days after the index operation”. Assumptions are based on the literature [39, 40, 50]: a decrease of the CCI by 10 points is considered relevant by patients and clinicians (minimal important difference, [40]) and a conservative standard deviation of 20 is assumed. The CCI in major abdominal surgery (control intervention) is assumed to be 22 [39, 40]. We hypothesise to decrease the CCI by 10 points in the interventional group (minimal important difference, [40]). The primary endpoint is tested simultaneously using a two-sided t test in the subgroup of patients with a minimally invasive surgery and the subgroup of patients experiencing an open surgery. The ratio of minimally invasive to open is expected to be 1:1. Therefore, the overall two-sided significance level of α = 0.05 is adjusted by Bonferroni correction, yielding α = 0.025 for each of the two subgroups. Thus, to achieve a power of 80%, a sample size of n = 156 (78 per group) has to be recruited per subgroup with a total required sample size of the trial of n = 312 (156 per therapy group). To compensate for drop-outs and lost-to-follow-ups, a further 10% of patients will be randomised, leading to a total sample size of n = 348 (174 per group). Patients who die during the observation period receive the maximum number of 100 CCI points per definition [39, 40].",No,Superiority trial (assumed),NA,NA
NCT05023850,Protocol,194,"Postoperative quality of recovery with erector spinae plane block or thoracolumbar interfascial plane block after major spinal surgery: a randomized controlled trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174890824&doi=10.1007%2fs00586-023-07998-6&partnerID=40&md5=2dfe21fa7527fd852223babd175cd2ac
",NA,Not pilot study,No,No,"ICU,Anesthesiology",Europe,60,NA,Yes,No,NA,No,No,No,1.75,Mean,NA,NA,"No protocol,registry",No,NA,NA,sample size calculated based on main outcome = difference in QoR-40 scores of 7.3 as a clinically important difference,https://clinicaltrials.gov/study/NCT05023850?tab=table#outcome-measures,NA,CCI non-primary endpoint,No,Yes,No,Yes,NA,Not mentioned,No,NA,NA,NA
NCT04812054,Protocol,216,"Routine End-ischemic Hypothermic Oxygenated Machine Perfusion in Liver Transplantation From Donors After Brain Death: A Randomized Controlled Trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173276886&doi=10.1097%2fSLA.0000000000006055&partnerID=40&md5=be064e050a41640df03f553e10261723
",NA,Not pilot study,No,No,Transplant,Europe,104,NA,Yes,No,0,No,No,No,0.9,Median,NA,NA,"No protocol,registry",No,NA,NA,NA,https://clinicaltrials.gov/study/NCT04812054?tab=history,NA,CCI not an endpoint,No,No,No,Yes,No,"The primary hypothesis of this study is reduction of the mean MEAF score from 5 to 3.5 using hypothermic oxygenated machine perfusion. With the thresholds for type I error of 0.05 and power of 0.90, respectively, 1:3 allocation ratio, and a standard deviation of 1.99, the number of patients required to detect such difference is 26 in the hypothermic perfusion group and 78 in the simple cold storage group (104 in total).",No,NA,NA,NA
TCTR20201203005,Protocol,334,"Impact of Hypovolemic Phlebotomy with Low Central Venous Pressure on Intraoperative Blood Loss in Open Liver Resection: A Double-Blind Randomized Controlled Trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005744061&doi=10.1097%2fSLA.0000000000006760&partnerID=40&md5=852714190d5f305ba1bc822aca988756
",NA,Not pilot study,No,No,"ICU,Anesthesiology",Asia,100,NA,Yes,Yes,rate of CCI<40,Yes,No,No,0,Median,NA,NA,"No protocol,registry",No,NA,NA,sample size calculated based on main outcome = introp blood loss reduction of 30%,https://www.thaiclinicaltrials.org/show/TCTR20201203005,NA,CCI not an endpoint,No,No,No,Yes,NA,Not mentioned,No,NA,NA,NA
NCT00478348),Protocol,912,"Drain Versus No Drain in Open Mesh Repair for Incisional Hernia, Results of a Prospective Randomized Controlled Trial",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144122315&doi=10.1007%2fs00268-022-06725-4&partnerID=40&md5=a1c04d0c4726782fd2c90be9a151ffe1,NA,Not pilot study,No,No,Abdominal Surgery,Europe,144,NA,Yes,Yes,3 categories,No,NA,NA,NA,NA,NA,NA,"No protocol,registry",No,NA, , ,https://clinicaltrials.gov/study/NCT00478348,NA,CCI not an endpoint,No,NA,NA,Yes,NA,Not mentioned,No,NA,NA,NA
NCT03138213,Protocol,1121,"Laparoscopic versus open pancreatoduodenectomy for pancreatic or periampullary tumours: a multicentre, open-label, randomised controlled trial",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106279495&doi=10.1016%2fS2468-1253%2821%2900054-6&partnerID=40&md5=20a6a71405a4eac09a8941ca486412f3,NA,Not pilot study,No,No,Abdominal Surgery,Asia,656,NA,Yes,No,na,Yes,No,No,8.7,Median,NA,NA,Protocol published,No,NA, , ,https://bmjopen.bmj.com/content/10/2/e033490.long,2019,CCI non-primary endpoint,No,Yes,No,Yes,No,"Considering the primary outcome variable is the LOS and according to the latest systemic review,20 Miniamlly invasive pancreaticoduodenectomy (MIPD) was associated with a shorter LOS than OPD was (mean difference (MD) −2.95 days, 95% CI −3.91 to −2.00 days). Accordingly, the sample size is determined based on the primary objective of comparing the LOS between two surgical methods. Based on a MD of 2.95 days in the two surgical groups, using the two-sided test with 80% power at a significance level of 5%, the minimal sample size needed to detect a significant difference is calculated to be 274 patients in the TLPD group and 274 in the OPD group (α=0.05, β=0.2, power=0.8). Considering washout or loss of follow-up, we enlarged the sample size by 20% to compensate for withdrawal/dropout. Then, the final sample size is 656. Thus, there are 328 patients in each group.",Yes,Superiority trial (explicited),NA,NA
NCT04122261,Protocol,1155,"Micro-Hand Robot-Assisted Versus da Vinci Robot-Assisted Cholecystectomy: A Multi-centre, Randomized Controlled Trial",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134516664&doi=10.1007%2fs00268-022-06668-w&partnerID=40&md5=a8e42cc1873f48a5c6e3911c4e550fa7,NA,Not pilot study,No,No,Abdominal Surgery,Asia,168,NA,Yes,No,na,Yes,No,No,0.01,Mean,NA,NA,"No protocol,registry",No,NA, , ,https://clinicaltrials.gov/study/NCT04122261?tab=table,2019,CCI non-primary endpoint,No,Yes,No,Yes,NA,Not mentioned,No,NA,NA,NA
NCT03587519,Protocol,1273,High Complication Rate After Early Ileostomy Closure: Early Termination of the Short Versus Long Interval to Loop Ileostomy Reversal After Pouch Surgery Randomized Trial,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139109566&doi=10.1097%2fDCR.0000000000002427&partnerID=40&md5=9a324e3f3c728ff1bebeeb1272e57fbf,NA,Not pilot study,No,No,Abdominal Surgery,North America,22,NA,Yes,No,na,Yes,Yes,Yes,14.8,Median,Statistical significance,Neutral,Protocol published,No,NA, ,NA,https://cdn.clinicaltrials.gov/large-docs/19/NCT03587519/Prot_SAP_000.pdf,2019,CCI primary endpoint,Yes,No,No,Yes,Yes,"The developers of the CCI consider a 10-point difference in their 0 to 100 morbidity
scale to be clinically meaningful; it reflects a 1-grade difference in the established
Clavien-Dindo classification of postoperative complications (Slankamenac, 2014;
Clavien, 2009). They also report a standard deviation of the CCI of 20-22 in two
surgical trials. Assuming 80% power and an α = 0.05 level of significance, our trial
would need about 63-76 patients per group, or a total of 126-152 patients to
complete both phases of the trial. It is anticipated that up to 600 patients will be
required for phase 1 due to the expected ≤ 75% drop out of phase 1 patients who
are not eligible for phase 2.",No,NA,NA,NA
NCT03460938,Protocol,1399,The effect of remote ischaemic preconditioning on postoperative cardiac and inflammatory biomarkers in pancreatic surgery: A randomized controlled trial,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105696987&doi=10.1093%2fbjsopen%2fzrab015&partnerID=40&md5=2bcf3dbd29daa02055a5240b234b91bd,NA,Not pilot study,No,No,"ICU,Anesthesiology",Europe,92,NA,NA,No,na,No,No,No,3.2,Median,NA,NA,"No protocol,registry",No,NA, , ,https://clinicaltrials.gov/study/NCT03460938?tab=table,2017,CCI not an endpoint,No,No,No,Yes,NA,Not mentioned,No,NA,NA,NA
na,Protocol,1469,Open versus minimally invasive total gastrectomy after neoadjuvant chemotherapy: results of a European randomized trial,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088858027&doi=10.1007%2fs10120-020-01109-w&partnerID=40&md5=a7ca00cd0f04b8b6168431fbe9b8b9d6,NA,Not pilot study,No,No,Abdominal Surgery,Europe,110,NA,NA,No,1,Yes,No,No,5.32,Median,NA,NA,Protocol published,No,NA, , ,https://trialsjournal.biomedcentral.com/articles/10.1186/s13063-015-0638-9,2015,CCI not an endpoint,No,No,No,Yes,No,"It is anticipated that laparoscopic gastric resection will show similar surgical resection specimen quality [19], based on the results of the Dutch Cancer Registry (NKR). The sample size calculation is set to achieve 90% power to detect non-inferiority using a one-sided, two-sample t-test. With a margin of non-inferiority at −4.0 and a significance level (α) of 0.05, the sample size requires 66 patients to be included per group, with a total sample size of 132 patients. A non-inferiority margin of −4.0 is deemed feasible, since the current average lymph node yield at the VU University Medical Center ((VUmc) Amsterdam) is around 20, meaning a lymph node yield of 16 is acceptable.",Yes,Non-inferiority trial (explicited),Yes,"A non-inferiority margin of −4.0 is deemed feasible, since the current average lymph node yield at the VU University Medical Center ((VUmc) Amsterdam) is around 20, meaning a lymph node yield of 16 is acceptable"
 UMIN000007426,Protocol,1614,Randomized clinical trial of duct-to-mucosa pancreaticogastrostomy versus handsewn closure after distal pancreatectomy,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010716489&doi=10.1002%2fbjs.10458&partnerID=40&md5=48c7edc01771d7fac2cc09f8a7a120d8,NA,Not pilot study,No,No,Abdominal Surgery,Asia,80,NA,NA,No,1,No,No,No,0.3,Mean,NA,NA,"No protocol,registry",No,NA, , ,https://center6.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000008519,2012,CCI not an endpoint,No,No,No,Yes,NA,Not mentioned,No,NA,NA,NA
NCT05020379,Protocol,1810,Efficacy of the Erector Spinae Plane Block for Quality of Recovery in Bariatric Surgery: a Randomized Controlled Trial,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165465257&doi=10.1007%2fs11695-023-06748-3&partnerID=40&md5=6799d08f5dcc074b2fd47c2354fef2ee,NA,Not pilot study,No,No,"ICU,Anesthesiology",Europe,84,NA,NA,Yes,"only CCI reported, technically CDC was used then…",Yes,No,NA,NA,NA,NA,NA,"No protocol,registry",No,NA,"only CCI reported, but for CCI CDC had to be used, even if not reported -> incorrect, incomplete?", ,https://clinicaltrials.gov/study/NCT05020379?tab=table#outcome-measures,2021,CCI non-primary endpoint,No,Yes,No,Yes,NA,Not mentioned,No,NA,NA,NA
NCT02775227,Protocol,1995,Effect of Hydrocortisone vs Pasireotide on Pancreatic Surgery Complications in Patients with High Risk of Pancreatic Fistula: A Randomized Clinical Trial,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079238339&doi=10.1001%2fjamasurg.2019.6019&partnerID=40&md5=5f2f0a65edf346bbc09bf83eceacaac8,NA,Not pilot study,No,No,Abdominal Surgery,Europe,168,NA,Yes,No,na,No,No,No,6.16,Mean,NA,NA,Protocol published,No,NA, ,NA, https://pmc.ncbi.nlm.nih.gov/articles/instance/7042940/bin/jamasurg-155-291-s001.pdf,2016,CCI primary endpoint,Yes,No,No,Yes,Yes,"Sample size is calculated based on primary outcome, Comprehensive complication index (CCI). CCI is based on Clavien-Dindo (C-D) classification, and CCI takes into account cumulative burden of complications better than C-D classification (Slankamenac et al., 2014). Thus CCI is more sensitive and requires smaller sample size compared to C-D classification. Clinically relevant difference in CCI is set at 10 points. This study will aim to show that cortisone-group does not have more than 9 CCI points more than in the pasireotide-group. Standard deviation (SD) is estimated to be 20 based on earlier publications. Based on sample size calculations 62 patients are required per group to show this, thus total 124 patients",Yes,Non-inferiority trial (explicited),Yes,"Non-inferiority will be tested by lower limit the mean difference’s 90% confidence interval (equivalent of 95% confidence interval of one-sided test). If the lower limit of CCI’s mean difference’s 90% confidence interval is under -9, non-inferiority is not met. Of primary and secondary outcomes, CCI and length of stay will be presented as mean (standard deviation) and compared between groups using independent t-test with bootstrapping. Only primary outcome will be assessed using non-inferiority testing, and secondary outcomes will be assessed using superiority approach."
NCT02550769,Protocol,2879,"Transanal versus laparoscopic total mesorectal excision for mid and low rectal cancer (Ta-LaTME study): multicentre, randomized, open-label trial",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146140015&doi=10.1093%2fbjs%2fznac324&partnerID=40&md5=f3830c24472416ecb3ab60f4cbc07295,NA,Not pilot study,No,No,Abdominal Surgery,Europe,16,NA,Yes,No,na,Yes,No,No,0,Median,NA,NA,Protocol published,No,NA, , ,https://link.springer.com/article/10.1007/s00384-018-2996-8,2018,CCI non-primary endpoint,No,Yes,No,Yes,No,"The sample size has been calculated taking the risk of conversion to open surgery as the main variable. Conversion rates of 20% in the L-LAR group and 5% in the Ta-TME group are estimated, and an α risk of 0.05 and 1-β of 0.9. The estimated number of cases to be included is 53 patients per group; with an estimated loss of 10%, the final number required is 116
patients.",No,NA,NA,NA
